period,ratio
2017-08-30,68.85426
2017-08-31,100.0
2017-09-01,71.23073
2017-09-02,92.86815
2017-09-03,80.78917
2017-09-04,56.85574
2017-09-05,44.15469
2017-09-06,48.6778
2017-09-07,37.5495
2017-09-08,45.15549
2017-09-09,54.23304
2017-09-10,48.77754
2017-09-11,24.82725
2017-09-12,20.33498
2017-09-13,15.80319
2017-09-14,16.69895
2017-09-15,18.78728
2017-09-16,31.38907
2017-09-17,20.81586
2017-09-18,13.02678
2017-09-19,10.11834
2017-09-20,11.12106
2017-09-21,11.25165
2017-09-22,8.26707
2017-09-23,11.93153
2017-09-24,20.08104
2017-09-25,6.94681
2017-09-26,6.49483
2017-09-27,8.26177
2017-09-28,5.4579
2017-09-29,6.03997
2017-09-30,12.41965
