period,ratio
2017-04-26,100.0
2017-04-27,25.25895
2017-04-28,20.88757
2017-04-29,25.22222
2017-04-30,79.18426
2017-05-01,23.97142
2017-05-02,18.76099
2017-05-03,21.33846
2017-05-04,15.45651
2017-05-05,16.37894
2017-05-06,15.83074
2017-05-07,10.45169
2017-05-08,7.90746
2017-05-09,7.46622
2017-05-10,3.8843
2017-05-11,3.35084
2017-05-12,3.47442
2017-05-13,4.66625
2017-05-14,5.11929
2017-05-15,3.15006
2017-05-16,1.98691
2017-05-17,1.4036
2017-05-18,1.32184
2017-05-19,1.17654
2017-05-20,2.00782
2017-05-21,2.19118
2017-05-22,1.00552
2017-05-23,0.97523
2017-05-24,8.33369
2017-05-25,14.83701
2017-05-26,10.77605
