period,ratio
2017-04-20,50.41057
2017-04-21,40.50747
2017-04-22,32.72294
2017-04-23,29.18377
2017-04-24,17.23599
2017-04-25,13.41763
2017-04-26,6.82378
2017-04-27,11.0445
2017-04-28,98.45623
2017-04-29,100.0
2017-04-30,74.47035
2017-05-01,53.23944
2017-05-02,32.67777
2017-05-03,30.12399
2017-05-04,24.81934
2017-05-05,25.25045
2017-05-06,23.89554
2017-05-07,23.03333
2017-05-08,15.5321
2017-05-09,16.13154
2017-05-10,9.22154
2017-05-11,8.58925
2017-05-12,9.977
2017-05-13,13.22056
2017-05-14,12.64986
2017-05-15,8.49072
2017-05-16,7.38627
2017-05-17,6.87715
2017-05-18,8.37986
2017-05-19,8.58925
2017-05-20,10.63803
