period,ratio
2017-02-09,100.0
2017-02-10,64.0003
2017-02-11,67.04739
2017-02-12,61.69172
2017-02-13,44.10328
2017-02-14,35.6144
2017-02-15,40.91266
2017-02-16,31.09838
2017-02-17,27.03963
2017-02-18,40.05978
2017-02-19,38.66172
2017-02-20,25.17419
2017-02-21,20.17219
2017-02-22,23.07261
2017-02-23,13.96475
2017-02-24,13.61916
2017-02-25,18.62655
2017-02-26,16.63194
2017-02-27,15.57408
2017-02-28,13.84567
2017-03-01,11.79813
2017-03-02,6.45614
2017-03-03,5.61626
2017-03-04,8.17625
2017-03-05,15.88917
2017-03-06,4.35074
2017-03-07,7.94391
2017-03-08,3.49472
2017-03-09,2.69588
