period,ratio
2017-02-23,19.33445
2017-02-24,43.87978
2017-02-25,65.32954
2017-02-26,19.60531
2017-02-27,100.0
2017-02-28,44.96324
2017-03-01,44.33122
2017-03-02,25.44821
2017-03-03,18.71533
2017-03-04,26.44137
2017-03-05,28.50509
2017-03-06,5.12059
2017-03-07,1.79285
2017-03-08,1.62517
2017-03-09,1.36721
2017-03-10,1.59938
2017-03-11,2.57964
2017-03-12,2.36037
2017-03-13,1.62517
2017-03-14,1.26402
2017-03-15,1.34141
2017-03-16,1.49619
2017-03-17,4.75944
2017-03-18,1.74126
2017-03-19,1.75415
2017-03-20,1.03185
2017-03-21,1.4317
2017-03-22,0.94157
2017-03-23,1.10924
