period,ratio
2017-11-23,34.96013
2017-11-24,65.81299
2017-11-25,100.0
2017-11-26,74.60739
2017-11-27,51.53418
2017-11-28,58.85479
2017-11-29,93.59748
2017-11-30,76.17782
2017-12-01,46.96786
2017-12-02,74.94563
2017-12-03,59.84537
2017-12-04,10.26818
2017-12-05,7.05484
2017-12-06,5.96762
2017-12-07,5.12201
2017-12-08,5.41193
2017-12-09,7.41725
2017-12-10,6.11258
2017-12-11,4.10727
2017-12-12,4.44551
2017-12-13,4.34887
2017-12-14,5.12201
2017-12-15,5.58105
2017-12-16,5.12201
2017-12-17,4.61464
2017-12-18,3.43078
2017-12-19,4.42135
2017-12-20,6.33003
2017-12-21,8.19038
2017-12-22,10.5581
2017-12-23,14.47209
