period,ratio
2017-06-22,100.0
2017-06-23,94.7225
2017-06-24,97.71977
2017-06-25,69.56833
2017-06-26,43.83335
2017-06-27,40.31621
2017-06-28,29.18399
2017-06-29,26.29786
2017-06-30,21.28567
2017-07-01,26.82848
2017-07-02,24.88527
2017-07-03,12.68464
2017-07-04,11.73454
2017-07-05,8.83048
2017-07-06,8.29987
2017-07-07,7.6115
2017-07-08,8.8018
2017-07-09,8.08475
2017-07-10,5.17352
2017-07-11,3.75734
2017-07-12,3.5243
2017-07-13,4.83651
2017-07-14,4.97992
2017-07-15,5.96945
2017-07-16,5.52846
2017-07-17,3.73225
2017-07-18,3.1371
2017-07-19,3.14785
2017-07-20,2.96859
2017-07-21,3.22673
2017-07-22,4.52818
