period,ratio
2017-09-06,100.0
2017-09-07,33.65543
2017-09-08,28.5911
2017-09-09,40.3027
2017-09-10,45.65471
2017-09-11,15.41739
2017-09-12,11.17686
2017-09-13,9.765
2017-09-14,8.41579
2017-09-15,10.63546
2017-09-16,25.5379
2017-09-17,15.81046
2017-09-18,8.42414
2017-09-19,6.03148
2017-09-20,7.02848
2017-09-21,5.09511
2017-09-22,5.10273
2017-09-23,6.75201
2017-09-24,6.3416
2017-09-25,3.75277
2017-09-26,3.40298
2017-09-27,2.87534
2017-09-28,2.46714
2017-09-29,2.81989
2017-09-30,3.42108
2017-10-01,3.72664
2017-10-02,3.37759
2017-10-03,2.31214
2017-10-04,2.02657
2017-10-05,1.72122
2017-10-06,1.59637
