period,ratio
2017-07-12,58.45684
2017-07-13,63.12888
2017-07-14,72.58152
2017-07-15,91.56193
2017-07-16,100.0
2017-07-17,99.67015
2017-07-18,89.7499
2017-07-19,88.04225
2017-07-20,93.5368
2017-07-21,74.10129
2017-07-22,67.98046
2017-07-23,72.331
2017-07-24,63.66748
2017-07-25,52.06463
2017-07-26,74.04283
2017-07-27,52.002
2017-07-28,54.95803
2017-07-29,47.60552
2017-07-30,48.33201
2017-07-31,61.47133
2017-08-01,50.64506
2017-08-02,50.64089
2017-08-03,52.15231
2017-08-04,34.72088
2017-08-05,31.25547
2017-08-06,34.40357
2017-08-07,34.92964
2017-08-08,33.63951
2017-08-09,29.38499
2017-08-10,36.33668
2017-08-11,29.78163
2017-08-12,25.35593
