period,ratio
2017-02-28,99.49392
2017-03-01,100.0
2017-03-02,68.57989
2017-03-03,66.85181
2017-03-04,81.87372
2017-03-05,76.61544
2017-03-06,51.70647
2017-03-07,46.69505
2017-03-08,35.67857
2017-03-09,27.86521
2017-03-10,30.88316
2017-03-11,34.7343
2017-03-12,35.85138
2017-03-13,26.20502
2017-03-14,49.05264
2017-03-15,61.02573
2017-03-16,40.82577
2017-03-17,51.1757
2017-03-18,46.28772
2017-03-19,42.74517
2017-03-20,25.80386
2017-03-21,18.55829
2017-03-22,16.20687
2017-03-23,14.18255
2017-03-24,17.05239
2017-03-25,22.48966
2017-03-26,22.21193
2017-03-27,13.38023
2017-03-28,11.20162
