period,ratio
2016-12-07,100.0
2016-12-08,73.33118
2016-12-09,72.01642
2016-12-10,99.44501
2016-12-11,95.53419
2016-12-12,69.19719
2016-12-13,55.28253
2016-12-14,50.00311
2016-12-15,45.18318
2016-12-16,51.93982
2016-12-17,65.84201
2016-12-18,71.53659
2016-12-19,46.53963
2016-12-20,37.34349
2016-12-21,31.17104
2016-12-22,26.67865
2016-12-23,30.23863
2016-12-24,41.46173
2016-12-25,36.47605
2016-12-26,23.96379
2016-12-27,19.88887
2016-12-28,19.51866
2016-12-29,18.00533
2016-12-30,19.03095
2016-12-31,19.81732
2017-01-01,19.13401
2017-01-02,13.64783
2017-01-03,10.94774
2017-01-04,9.0921
2017-01-05,8.31033
2017-01-06,9.25423
2017-01-07,10.53913
