period,ratio
2017-11-23,25.88735
2017-11-24,44.57996
2017-11-25,80.074
2017-11-26,64.02631
2017-11-27,53.32328
2017-11-28,62.36809
2017-11-29,100.0
2017-11-30,82.6641
2017-12-01,51.41839
2017-12-02,80.25215
2017-12-03,66.21899
2017-12-04,26.57256
2017-12-05,23.03686
2017-12-06,31.58832
2017-12-07,27.80594
2017-12-08,23.818
2017-12-09,33.72618
2017-12-10,23.74948
2017-12-11,4.65944
2017-12-12,2.20638
2017-12-13,1.79525
2017-12-14,2.01452
2017-12-15,2.2749
2017-12-16,2.35713
2017-12-17,1.98711
2017-12-18,1.16486
2017-12-19,1.15115
2017-12-20,1.12374
2017-12-21,1.00041
2017-12-22,0.90448
2017-12-23,1.04152
