period,ratio
2017-10-03,92.68848
2017-10-04,100.0
2017-10-05,82.55957
2017-10-06,72.98507
2017-10-07,68.98347
2017-10-08,50.87479
2017-10-09,90.85718
2017-10-10,39.79358
2017-10-11,28.61535
2017-10-12,27.95655
2017-10-13,27.68408
2017-10-14,35.04516
2017-10-15,33.62918
2017-10-16,30.9997
2017-10-17,25.87606
2017-10-18,33.13411
2017-10-19,29.54542
2017-10-20,24.88742
2017-10-21,32.61875
2017-10-22,34.24472
2017-10-23,26.40433
2017-10-24,24.6905
2017-10-25,23.81616
2017-10-26,16.76885
2017-10-27,17.04207
2017-10-28,20.20163
2017-10-29,24.76455
2017-10-30,15.51945
2017-10-31,12.39714
2017-11-01,10.25342
2017-11-02,11.18995
2017-11-03,11.30215
