period,ratio
2017-08-24,86.21142
2017-08-25,90.49165
2017-08-26,81.88854
2017-08-27,90.19974
2017-08-28,100.0
2017-08-29,86.91987
2017-08-30,67.90317
2017-08-31,49.30302
2017-09-01,51.02167
2017-09-02,43.20246
2017-09-03,38.6828
2017-09-04,40.44409
2017-09-05,32.26081
2017-09-06,32.73967
2017-09-07,26.27832
2017-09-08,29.48276
2017-09-09,28.82023
2017-09-10,25.61579
2017-09-11,21.44051
2017-09-12,18.33448
2017-09-13,16.79294
2017-09-14,13.39499
2017-09-15,13.73938
2017-09-16,16.78966
2017-09-17,15.62202
2017-09-18,11.05316
2017-09-19,11.64682
2017-09-20,10.48246
2017-09-21,8.77037
2017-09-22,8.67198
2017-09-23,9.13116
2017-09-24,9.47882
