period,ratio
2017-07-26,100.0
2017-07-27,25.37946
2017-07-28,32.69392
2017-07-29,41.51839
2017-07-30,50.57055
2017-07-31,28.30675
2017-08-01,21.0208
2017-08-02,20.13393
2017-08-03,19.42233
2017-08-04,14.58567
2017-08-05,14.46707
2017-08-06,14.65152
2017-08-07,11.22985
2017-08-08,9.30311
2017-08-09,8.05095
2017-08-10,9.93444
2017-08-11,7.57753
2017-08-12,7.71939
2017-08-13,8.97353
2017-08-14,9.39419
2017-08-15,9.54195
2017-08-16,5.12857
2017-08-17,5.00178
2017-08-18,4.37832
2017-08-19,5.12333
2017-08-20,6.37779
2017-08-21,3.9665
2017-08-22,3.34599
2017-08-23,3.76698
2017-08-24,2.70287
2017-08-25,2.44699
2017-08-26,3.03606
