period,ratio
2017-12-07,100.0
2017-12-08,86.83173
2017-12-09,80.41643
2017-12-10,74.0574
2017-12-11,67.64209
2017-12-12,60.60776
2017-12-13,54.92402
2017-12-14,44.85087
2017-12-15,49.57794
2017-12-16,45.46989
2017-12-17,47.04558
2017-12-18,43.16263
2017-12-19,43.05008
2017-12-20,38.21046
2017-12-21,29.76927
2017-12-22,23.01631
2017-12-23,27.18064
2017-12-24,28.3624
2017-12-25,31.68261
2017-12-26,26.61789
2017-12-27,25.83005
2017-12-28,45.18851
2017-12-29,26.73044
2017-12-30,23.91671
2017-12-31,23.18514
2018-01-01,20.48396
2018-01-02,16.82611
2018-01-03,18.4018
2018-01-04,20.65278
2018-01-05,17.61395
2018-01-06,18.73944
2018-01-07,22.05965
