period,ratio
2017-08-30,0.3745
2017-08-31,3.47019
2017-09-01,0.66265
2017-09-02,0.56724
2017-09-03,0.60272
2017-09-04,0.5115
2017-09-05,2.67923
2017-09-06,1.08226
2017-09-07,0.5149
2017-09-08,0.33178
2017-09-09,0.33066
2017-09-10,0.32567
2017-09-11,0.4049
2017-09-12,0.38061
2017-09-13,0.42172
2017-09-14,0.36658
2017-09-15,0.48357
2017-09-16,0.56444
2017-09-17,0.49576
2017-09-18,0.6392
2017-09-19,0.43734
2017-09-20,100.0
2017-09-21,17.81774
2017-09-22,6.96351
2017-09-23,10.97869
2017-09-24,5.77073
2017-09-25,9.03479
2017-09-26,16.87093
2017-09-27,5.672
2017-09-28,4.51917
2017-09-29,2.80066
2017-09-30,2.10763
