period,ratio
2017-09-21,68.98507
2017-09-22,100.0
2017-09-23,79.6825
2017-09-24,97.45698
2017-09-25,44.75788
2017-09-26,52.31079
2017-09-27,33.68356
2017-09-28,22.141
2017-09-29,26.02025
2017-09-30,27.52017
2017-10-01,25.87178
2017-10-02,27.17755
2017-10-03,13.24805
2017-10-04,9.92843
2017-10-05,8.81681
2017-10-06,9.45256
2017-10-07,7.02375
2017-10-08,7.1037
2017-10-09,5.62661
2017-10-10,2.89706
2017-10-11,2.64961
2017-10-12,2.35647
2017-10-13,3.06456
2017-10-14,3.33866
2017-10-15,2.92751
2017-10-16,2.07857
2017-10-17,32.68996
2017-10-18,58.65692
2017-10-19,32.79655
2017-10-20,26.22963
2017-10-21,39.9231
