period,ratio
2017-03-23,1.75697
2017-03-24,2.05917
2017-03-25,2.03809
2017-03-26,2.1435
2017-03-27,24.86471
2017-03-28,29.6226
2017-03-29,100.0
2017-03-30,36.8262
2017-03-31,26.60763
2017-04-01,32.48998
2017-04-02,47.09396
2017-04-03,11.51872
2017-04-04,0.30219
2017-04-05,0.33733
2017-04-06,0.26706
2017-04-07,0.30219
2017-04-08,0.42167
2017-04-09,0.26706
2017-04-10,0.18975
2017-04-11,0.26003
2017-04-12,0.24597
2017-04-13,0.17569
2017-04-14,0.34436
2017-04-15,0.41464
2017-04-16,0.11947
2017-04-17,0.1265
2017-04-18,0.08433
2017-04-19,0.09136
2017-04-20,0.11244
2017-04-21,0.11947
2017-04-22,0.23894
2017-04-23,1.79914
