period,ratio
2017-01-18,96.95915
2017-01-19,100.0
2017-01-20,85.8842
2017-01-21,79.35368
2017-01-22,79.46588
2017-01-23,81.44075
2017-01-24,69.16517
2017-01-25,54.23025
2017-01-26,47.45287
2017-01-27,41.90978
2017-01-28,38.86894
2017-01-29,48.4964
2017-01-30,52.76032
2017-01-31,41.48339
2017-02-01,34.21229
2017-02-02,27.2105
2017-02-03,24.32675
2017-02-04,22.12746
2017-02-05,22.78949
2017-02-06,21.68985
2017-02-07,34.03276
2017-02-08,21.03904
2017-02-09,16.04578
2017-02-10,16.69658
2017-02-11,14.03725
2017-02-12,17.03321
2017-02-13,12.41023
2017-02-14,10.3456
2017-02-15,11.66965
2017-02-16,10.24461
2017-02-17,13.31912
2017-02-18,61.78186
