period,ratio
2017-06-15,54.31199
2017-06-16,66.46224
2017-06-17,92.98581
2017-06-18,66.30893
2017-06-19,53.6604
2017-06-20,59.33307
2017-06-21,100.0
2017-06-22,42.66002
2017-06-23,54.54197
2017-06-24,77.30931
2017-06-25,66.73054
2017-06-26,68.87696
2017-06-27,44.92142
2017-06-28,6.7842
2017-06-29,6.28593
2017-06-30,11.11536
2017-07-01,15.63817
2017-07-02,13.03181
2017-07-03,4.13951
2017-07-04,3.87121
2017-07-05,5.02108
2017-07-06,4.98275
2017-07-07,8.39402
2017-07-08,14.90992
2017-07-09,10.84706
2017-07-10,4.59946
2017-07-11,4.17784
2017-07-12,4.36949
2017-07-13,4.67612
2017-07-14,5.51935
2017-07-15,6.05596
