period,ratio
2017-01-25,72.85681
2017-01-26,83.34865
2017-01-27,86.19857
2017-01-28,73.17857
2017-01-29,86.55481
2017-01-30,100.0
2017-01-31,89.27832
2017-02-01,73.07515
2017-02-02,69.78855
2017-02-03,71.73063
2017-02-04,72.82233
2017-02-05,68.91519
2017-02-06,50.42518
2017-02-07,44.7828
2017-02-08,40.07124
2017-02-09,34.06113
2017-02-10,33.1418
2017-02-11,34.91151
2017-02-12,34.80809
2017-02-13,25.39646
2017-02-14,23.19007
2017-02-15,20.88025
2017-02-16,18.9037
2017-02-17,19.32888
2017-02-18,20.36313
2017-02-19,17.94989
2017-02-20,14.5139
2017-02-21,14.41048
2017-02-22,15.78947
2017-02-23,14.87014
2017-02-24,16.78924
2017-02-25,19.23695
