period,ratio
2017-05-03,100.0
2017-05-04,29.53835
2017-05-05,38.79953
2017-05-06,28.84943
2017-05-07,30.47762
2017-05-08,20.55955
2017-05-09,26.22475
2017-05-10,11.6245
2017-05-11,10.68939
2017-05-12,12.24449
2017-05-13,20.90255
2017-05-14,18.07593
2017-05-15,10.68768
2017-05-16,9.83202
2017-05-17,8.3263
2017-05-18,12.38408
2017-05-19,17.02445
2017-05-20,14.88261
2017-05-21,15.69915
2017-05-22,10.63658
2017-05-23,9.7995
2017-05-24,7.24401
2017-05-25,6.47294
2017-05-26,7.24695
2017-05-27,10.46252
2017-05-28,10.53415
2017-05-29,6.72793
2017-05-30,4.26338
2017-05-31,5.30509
2017-06-01,3.31824
2017-06-02,3.68227
2017-06-03,5.27551
