period,ratio
2017-01-11,65.05884
2017-01-12,68.35916
2017-01-13,78.91075
2017-01-14,100.0
2017-01-15,91.31884
2017-01-16,63.79081
2017-01-17,52.39458
2017-01-18,45.14545
2017-01-19,29.36952
2017-01-20,26.49152
2017-01-21,28.89574
2017-01-22,28.50129
2017-01-23,23.5417
2017-01-24,18.15443
2017-01-25,18.4074
2017-01-26,15.20247
2017-01-27,16.70203
2017-01-28,18.76755
2017-01-29,21.54586
2017-01-30,48.20352
2017-01-31,37.50294
2017-02-01,24.13124
2017-02-02,18.45456
2017-02-03,16.06641
2017-02-04,19.1695
2017-02-05,18.34951
2017-02-06,10.2536
2017-02-07,8.4239
2017-02-08,7.19553
2017-02-09,10.48298
2017-02-10,14.54863
2017-02-11,57.66501
