period,ratio
2017-06-22,77.7202
2017-06-23,84.04885
2017-06-24,100.0
2017-06-25,79.62355
2017-06-26,51.17902
2017-06-27,47.83758
2017-06-28,60.08776
2017-06-29,67.29406
2017-06-30,31.67494
2017-07-01,28.98382
2017-07-02,32.47858
2017-07-03,15.04176
2017-07-04,22.67632
2017-07-05,13.26001
2017-07-06,9.99259
2017-07-07,10.0296
2017-07-08,10.8068
2017-07-09,9.0462
2017-07-10,4.8694
2017-07-11,28.74061
2017-07-12,36.52849
2017-07-13,27.49814
2017-07-14,23.43766
2017-07-15,87.34799
2017-07-16,73.00941
2017-07-17,26.87956
2017-07-18,17.80162
2017-07-19,13.67769
2017-07-20,13.33932
2017-07-21,32.40456
2017-07-22,41.45077
