period,ratio
2017-05-31,100.0
2017-06-01,99.6754
2017-06-02,96.45443
2017-06-03,97.42821
2017-06-04,91.48564
2017-06-05,94.2322
2017-06-06,95.58052
2017-06-07,76.46691
2017-06-08,54.94382
2017-06-09,51.26092
2017-06-10,51.08614
2017-06-11,48.38951
2017-06-12,42.57178
2017-06-13,34.50686
2017-06-14,34.84394
2017-06-15,33.196
2017-06-16,32.54681
2017-06-17,34.30711
2017-06-18,31.598
2017-06-19,29.18851
2017-06-20,27.15355
2017-06-21,29.53807
2017-06-22,25.63046
2017-06-23,27.96504
2017-06-24,24.51935
2017-06-25,26.14232
2017-06-26,25.43071
2017-06-27,26.41697
2017-06-28,31.39825
2017-06-29,29.35081
2017-06-30,28.03995
