period,ratio
2017-12-14,100.0
2017-12-15,53.71115
2017-12-16,67.75798
2017-12-17,42.9264
2017-12-18,26.82669
2017-12-19,24.26651
2017-12-20,23.39578
2017-12-21,18.45518
2017-12-22,18.88766
2017-12-23,26.23514
2017-12-24,28.85498
2017-12-25,24.14791
2017-12-26,22.00327
2017-12-27,14.05648
2017-12-28,9.99178
2017-12-29,10.27956
2017-12-30,12.3089
2017-12-31,13.06751
2018-01-01,12.12043
2018-01-02,9.62177
2018-01-03,8.12597
2018-01-04,6.6717
2018-01-05,5.51426
2018-01-06,14.1626
2018-01-07,9.72189
2018-01-08,8.32386
2018-01-09,3.61962
2018-01-10,3.43361
2018-01-11,3.05113
2018-01-12,25.29147
2018-01-13,25.92796
2018-01-14,5.82473
