period,ratio
2018-01-17,50.70686
2018-01-18,100.0
2018-01-19,78.42343
2018-01-20,84.90956
2018-01-21,87.38117
2018-01-22,82.63783
2018-01-23,58.79198
2018-01-24,53.21747
2018-01-25,49.55881
2018-01-26,46.20972
2018-01-27,60.37878
2018-01-28,57.99005
2018-01-29,34.9315
2018-01-30,27.38019
2018-01-31,42.57543
2018-02-01,23.47779
2018-02-02,27.00482
2018-02-03,35.72124
2018-02-04,33.8322
2018-02-05,18.1519
2018-02-06,19.20001
2018-02-07,28.83537
2018-02-08,18.01784
2018-02-09,13.02832
2018-02-10,15.27324
2018-02-11,11.65602
2018-02-12,8.41661
2018-02-13,9.47935
2018-02-14,7.06381
2018-02-15,6.52513
2018-02-16,6.77619
2018-02-17,7.63174
