period,ratio
2017-05-17,63.68722
2017-05-18,68.71807
2017-05-19,71.65996
2017-05-20,100.0
2017-05-21,91.88558
2017-05-22,62.8488
2017-05-23,53.06795
2017-05-24,46.60103
2017-05-25,34.71797
2017-05-26,37.36924
2017-05-27,53.55106
2017-05-28,54.12663
2017-05-29,32.86221
2017-05-30,21.56419
2017-05-31,26.20312
2017-06-01,18.2023
2017-06-02,18.65637
2017-06-03,24.59159
2017-06-04,23.59855
2017-06-05,19.96055
2017-06-06,21.15712
2017-06-07,10.94933
2017-06-08,8.96704
2017-06-09,8.25452
2017-06-10,10.33148
2017-06-11,10.13016
2017-06-12,7.25264
2017-06-13,6.12959
2017-06-14,6.7222
2017-06-15,8.42302
2017-06-16,8.06361
2017-06-17,32.08942
