period,ratio
2017-04-12,53.35105
2017-04-13,47.4527
2017-04-14,62.14294
2017-04-15,60.13973
2017-04-16,57.73463
2017-04-17,71.09558
2017-04-18,67.287
2017-04-19,53.74675
2017-04-20,57.80264
2017-04-21,56.97415
2017-04-22,65.11685
2017-04-23,66.55743
2017-04-24,60.02225
2017-04-25,59.24941
2017-04-26,100.0
2017-04-27,46.08631
2017-04-28,47.60108
2017-04-29,57.07308
2017-04-30,71.1945
2017-05-01,53.011
2017-05-02,75.61518
2017-05-03,83.33745
2017-05-04,35.94039
2017-05-05,33.65277
2017-05-06,34.62965
2017-05-07,33.98046
2017-05-08,27.37108
2017-05-09,36.92345
2017-05-10,20.66279
2017-05-11,19.89612
2017-05-12,17.47248
