period,ratio
2017-02-22,100.0
2017-02-23,26.11619
2017-02-24,23.17875
2017-02-25,29.35583
2017-02-26,22.97501
2017-02-27,19.20305
2017-02-28,13.54779
2017-03-01,11.71751
2017-03-02,6.63928
2017-03-03,5.48498
2017-03-04,6.21274
2017-03-05,7.06363
2017-03-06,3.54696
2017-03-07,2.87245
2017-03-08,2.42221
2017-03-09,3.03002
2017-03-10,3.47269
2017-03-11,4.70469
2017-03-12,13.66921
2017-03-13,24.47524
2017-03-14,19.78741
2017-03-15,15.30722
2017-03-16,11.03445
2017-03-17,9.56402
2017-03-18,14.76171
2017-03-19,13.48769
2017-03-20,7.55907
2017-03-21,5.7305
2017-03-22,5.35892
