period,ratio
2017-09-14,100.0
2017-09-15,29.00837
2017-09-16,34.43026
2017-09-17,26.87109
2017-09-18,17.82773
2017-09-19,13.79047
2017-09-20,16.71601
2017-09-21,10.76432
2017-09-22,8.39592
2017-09-23,10.14733
2017-09-24,9.50919
2017-09-25,4.83275
2017-09-26,4.19564
2017-09-27,4.89104
2017-09-28,3.47857
2017-09-29,2.71816
2017-09-30,3.01634
2017-10-01,3.23559
2017-10-02,1.59303
2017-10-03,1.10707
2017-10-04,1.08953
2017-10-05,0.90743
2017-10-06,0.74544
2017-10-07,0.69592
2017-10-08,0.62163
2017-10-09,0.52877
2017-10-10,0.36317
2017-10-11,0.3477
2017-10-12,1.25306
2017-10-13,14.5648
2017-10-14,23.71443
