period,ratio
2017-04-06,80.33293
2017-04-07,88.03131
2017-04-08,100.0
2017-04-09,84.71509
2017-04-10,60.55402
2017-04-11,53.31622
2017-04-12,38.22871
2017-04-13,27.63521
2017-04-14,29.74733
2017-04-15,41.11067
2017-04-16,27.4444
2017-04-17,16.19292
2017-04-18,13.19252
2017-04-19,15.27832
2017-04-20,16.7193
2017-04-21,19.12751
2017-04-22,25.36517
2017-04-23,22.78589
2017-04-24,12.31083
2017-04-25,8.93538
2017-04-26,9.88945
2017-04-27,7.95499
2017-04-28,9.17225
2017-04-29,13.0346
2017-04-30,14.55454
2017-05-01,11.23832
2017-05-02,8.863
2017-05-03,10.98828
2017-05-04,8.73799
2017-05-05,10.44216
2017-05-06,11.79102
