period,ratio
2017-03-29,17.15651
2017-03-30,50.70489
2017-03-31,37.64635
2017-04-01,31.27837
2017-04-02,14.49223
2017-04-03,24.99402
2017-04-04,39.76105
2017-04-05,100.0
2017-04-06,43.85902
2017-04-07,38.48267
2017-04-08,74.39665
2017-04-09,95.84229
2017-04-10,57.38351
2017-04-11,54.87455
2017-04-12,21.29032
2017-04-13,13.95459
2017-04-14,11.03942
2017-04-15,13.32138
2017-04-16,12.2939
2017-04-17,7.59856
2017-04-18,5.74671
2017-04-19,4.16965
2017-04-20,3.78733
2017-04-21,3.33333
2017-04-22,4.31302
2017-04-23,4.1816
2017-04-24,2.84348
2017-04-25,2.41338
2017-04-26,2.04301
2017-04-27,1.92353
2017-04-28,2.3178
2017-04-29,3.62007
