period,ratio
2016-12-21,38.45601
2016-12-22,36.12154
2016-12-23,52.1485
2016-12-24,100.0
2016-12-25,84.56397
2016-12-26,42.60954
2016-12-27,40.82825
2016-12-28,43.95755
2016-12-29,42.8446
2016-12-30,46.84992
2016-12-31,43.71589
2017-01-01,44.43427
2017-01-02,39.90503
2017-01-03,36.28391
2017-01-04,29.06149
2017-01-05,26.33809
2017-01-06,25.9133
2017-01-07,30.16312
2017-01-08,26.6279
2017-01-09,19.58294
2017-01-10,16.88126
2017-01-11,14.459
2017-01-12,12.42849
2017-01-13,12.54177
2017-01-14,15.36333
2017-01-15,24.48788
2017-01-16,8.3939
2017-01-17,8.06067
2017-01-18,6.79762
2017-01-19,5.43073
2017-01-20,5.02671
2017-01-21,5.57328
