period,ratio
2018-02-28,91.69439
2018-03-01,100.0
2018-03-02,76.77439
2018-03-03,90.4636
2018-03-04,77.89123
2018-03-05,60.82417
2018-03-06,47.69111
2018-03-07,38.96613
2018-03-08,32.32894
2018-03-09,31.12093
2018-03-10,41.78784
2018-03-11,56.2839
2018-03-12,25.07635
2018-03-13,22.14523
2018-03-14,19.69731
2018-03-15,17.4682
2018-03-16,18.65341
2018-03-17,21.34293
2018-03-18,21.96745
2018-03-19,15.18895
2018-03-20,11.8977
2018-03-21,10.63044
2018-03-22,9.62301
2018-03-23,10.93586
2018-03-24,18.59415
2018-03-25,21.61644
2018-03-26,23.13443
2018-03-27,25.77836
2018-03-28,26.16128
