period,ratio
2017-08-09,100.0
2017-08-10,70.66928
2017-08-11,36.40557
2017-08-12,47.77507
2017-08-13,65.51256
2017-08-14,39.21907
2017-08-15,35.22664
2017-08-16,20.3657
2017-08-17,17.22023
2017-08-18,17.19369
2017-08-19,22.12718
2017-08-20,26.07297
2017-08-21,17.97809
2017-08-22,12.63094
2017-08-23,11.0245
2017-08-24,10.73564
2017-08-25,10.06464
2017-08-26,13.56716
2017-08-27,12.8656
2017-08-28,9.55881
2017-08-29,11.51441
2017-08-30,8.84534
2017-08-31,6.7223
2017-09-01,6.51273
2017-09-02,14.14022
2017-09-03,8.13959
2017-09-04,5.62218
2017-09-05,4.0135
2017-09-06,3.56637
2017-09-07,3.1014
2017-09-08,3.66255
2017-09-09,5.05009
