period,ratio
2016-12-28,84.5524
2016-12-29,97.46553
2016-12-30,100.0
2016-12-31,90.0006
2017-01-01,87.43001
2017-01-02,93.85949
2017-01-03,67.26265
2017-01-04,51.74282
2017-01-05,45.63843
2017-01-06,42.42971
2017-01-07,49.14815
2017-01-08,43.29059
2017-01-09,31.5273
2017-01-10,24.17675
2017-01-11,18.4456
2017-01-12,13.47299
2017-01-13,13.61146
2017-01-14,15.40545
2017-01-15,11.84155
2017-01-16,7.64553
2017-01-17,6.78466
2017-01-18,5.55053
2017-01-19,5.25555
2017-01-20,6.86292
2017-01-21,9.49972
2017-01-22,9.37932
2017-01-23,7.80205
2017-01-24,7.38065
2017-01-25,6.77864
2017-01-26,7.13382
2017-01-27,7.47095
2017-01-28,7.15188
