period,ratio
2017-01-18,43.42256
2017-01-19,45.22164
2017-01-20,32.71445
2017-01-21,22.6396
2017-01-22,21.77605
2017-01-23,84.7582
2017-01-24,44.27173
2017-01-25,98.58952
2017-01-26,46.93436
2017-01-27,55.13816
2017-01-28,65.616
2017-01-29,100.0
2017-01-30,75.69084
2017-01-31,32.06678
2017-02-01,21.31548
2017-02-02,29.27461
2017-02-03,23.50316
2017-02-04,27.51871
2017-02-05,26.89982
2017-02-06,28.58376
2017-02-07,25.74841
2017-02-08,33.76511
2017-02-09,29.41853
2017-02-10,21.73287
2017-02-11,24.2084
2017-02-12,23.56073
2017-02-13,9.61427
2017-02-14,1.3529
2017-02-15,2.10132
2017-02-16,1.5544
2017-02-17,1.41047
2017-02-18,1.91421
