period,ratio
2017-05-25,62.40255
2017-05-26,61.8514
2017-05-27,73.04811
2017-05-28,73.34348
2017-05-29,74.4732
2017-05-30,63.3313
2017-05-31,82.39951
2017-06-01,56.51644
2017-06-02,51.86967
2017-06-03,96.0475
2017-06-04,100.0
2017-06-05,86.4799
2017-06-06,78.0207
2017-06-07,48.56577
2017-06-08,30.78562
2017-06-09,30.51766
2017-06-10,30.12789
2017-06-11,46.20584
2017-06-12,19.72594
2017-06-13,13.46833
2017-06-14,13.04506
2017-06-15,12.11936
2017-06-16,11.86967
2017-06-17,14.57369
2017-06-18,16.36419
2017-06-19,11.86967
2017-06-20,10.79171
2017-06-21,22.00669
2017-06-22,33.3587
2017-06-23,32.43605
2017-06-24,30.13093
2017-06-25,27.16504
