period,ratio
2017-09-21,100.0
2017-09-22,38.61974
2017-09-23,43.42318
2017-09-24,69.14086
2017-09-25,24.1574
2017-09-26,20.40955
2017-09-27,22.32659
2017-09-28,16.63656
2017-09-29,16.70289
2017-09-30,21.92806
2017-10-01,25.10103
2017-10-02,22.9649
2017-10-03,19.20932
2017-10-04,27.35221
2017-10-05,23.36014
2017-10-06,24.85932
2017-10-07,18.27728
2017-10-08,14.7317
2017-10-09,12.74639
2017-10-10,6.43681
2017-10-11,6.19027
2017-10-12,5.27854
2017-10-13,6.17422
2017-10-14,6.0377
2017-10-15,5.41796
2017-10-16,3.83621
2017-10-17,13.2563
2017-10-18,3.68635
2017-10-19,4.59305
2017-10-20,2.89335
2017-10-21,3.19307
