period,ratio
2017-11-23,9.0605
2017-11-24,37.17277
2017-11-25,8.42059
2017-11-26,0.58173
2017-11-27,44.24083
2017-11-28,54.98836
2017-11-29,96.11692
2017-11-30,80.55555
2017-12-01,52.3851
2017-12-02,78.79581
2017-12-03,100.0
2017-12-04,43.44095
2017-12-05,19.51716
2017-12-06,4.88656
2017-12-07,1.83246
2017-12-08,1.57068
2017-12-09,1.13438
2017-12-10,1.14892
2017-12-11,0.78534
2017-12-12,0.58173
2017-12-13,0.61082
2017-12-14,0.52356
2017-12-15,0.55264
2017-12-16,1.06166
2017-12-17,0.68353
2017-12-18,0.55264
2017-12-19,0.46538
2017-12-20,0.29086
2017-12-21,0.30541
2017-12-22,1.26527
2017-12-23,1.35253
