period,ratio
2017-08-03,23.66067
2017-08-04,20.97534
2017-08-05,20.61715
2017-08-06,100.0
2017-08-07,23.8342
2017-08-08,25.74753
2017-08-09,22.5772
2017-08-10,26.81098
2017-08-11,21.55379
2017-08-12,20.1188
2017-08-13,22.19231
2017-08-14,29.40064
2017-08-15,25.67188
2017-08-16,18.61484
2017-08-17,20.9531
2017-08-18,17.23102
2017-08-19,17.67153
2017-08-20,17.97632
2017-08-21,12.87932
2017-08-22,10.36308
2017-08-23,9.6022
2017-08-24,8.39859
2017-08-25,7.82682
2017-08-26,8.32295
2017-08-27,7.39298
2017-08-28,7.1883
2017-08-29,8.06932
2017-08-30,6.09593
2017-08-31,4.61644
2017-09-01,5.23938
2017-09-02,5.59312
2017-09-03,5.07475
