period,ratio
2017-06-15,33.80131
2017-06-16,58.37055
2017-06-17,100.0
2017-06-18,86.93894
2017-06-19,37.35375
2017-06-20,38.077
2017-06-21,56.26462
2017-06-22,30.31269
2017-06-23,49.41501
2017-06-24,90.83173
2017-06-25,83.57796
2017-06-26,43.96936
2017-06-27,35.14145
2017-06-28,41.60816
2017-06-29,58.34928
2017-06-30,39.09806
2017-07-01,53.39289
2017-07-02,57.83875
2017-07-03,12.6356
2017-07-04,6.21144
2017-07-05,22.59093
2017-07-06,24.50542
2017-07-07,37.50265
2017-07-08,68.34716
2017-07-09,52.66964
2017-07-10,20.69772
2017-07-11,20.46373
2017-07-12,20.01701
2017-07-13,16.93256
2017-07-14,23.71835
2017-07-15,31.31248
