period,ratio
2017-09-14,60.40599
2017-09-15,69.28981
2017-09-16,100.0
2017-09-17,81.29334
2017-09-18,57.3653
2017-09-19,42.02206
2017-09-20,45.12231
2017-09-21,34.93116
2017-09-22,30.68708
2017-09-23,40.19509
2017-09-24,41.0715
2017-09-25,24.73698
2017-09-26,25.84921
2017-09-27,34.75369
2017-09-28,26.55179
2017-09-29,29.00902
2017-09-30,29.89576
2017-10-01,34.61391
2017-10-02,28.13626
2017-10-03,25.26818
2017-10-04,20.36101
2017-10-05,16.52232
2017-10-06,15.06548
2017-10-07,17.1313
2017-10-08,13.50715
2017-10-09,10.70228
2017-10-10,6.19928
2017-10-11,5.55201
2017-10-12,5.75682
2017-10-13,5.84252
2017-10-14,7.93691
