period,ratio
2017-02-08,100.0
2017-02-09,70.38626
2017-02-10,60.80114
2017-02-11,73.05674
2017-02-12,60.80114
2017-02-13,50.9895
2017-02-14,50.92989
2017-02-15,78.51692
2017-02-16,53.71959
2017-02-17,42.62041
2017-02-18,53.74344
2017-02-19,53.93419
2017-02-20,22.18645
2017-02-21,15.16452
2017-02-22,17.54887
2017-02-23,14.6638
2017-02-24,14.80686
2017-02-25,14.19885
2017-02-26,13.43586
2017-02-27,10.95612
2017-02-28,9.66857
2017-03-01,8.20219
2017-03-02,3.45731
2017-03-03,2.36051
2017-03-04,4.29184
2017-03-05,3.92226
2017-03-06,2.15784
2017-03-07,2.59895
2017-03-08,2.33667
