period,ratio
2017-11-02,9.37174
2017-11-03,9.97288
2017-11-04,9.83595
2017-11-05,11.33674
2017-11-06,10.21525
2017-11-07,9.89483
2017-11-08,8.91301
2017-11-09,8.45839
2017-11-10,7.15342
2017-11-11,6.88913
2017-11-12,4.51059
2017-11-13,4.28054
2017-11-14,4.83102
2017-11-15,5.42257
2017-11-16,6.04014
2017-11-17,5.41573
2017-11-18,9.99753
2017-11-19,9.56619
2017-11-20,30.53623
2017-11-21,27.23202
2017-11-22,15.08462
2017-11-23,13.20863
2017-11-24,13.9467
2017-11-25,15.96784
2017-11-26,100.0
2017-11-27,18.18617
2017-11-28,14.83266
2017-11-29,15.91444
2017-11-30,14.79706
2017-12-01,12.86903
2017-12-02,19.82527
