period,ratio
2017-08-10,27.16101
2017-08-11,48.79464
2017-08-12,40.92715
2017-08-13,57.77336
2017-08-14,100.0
2017-08-15,86.75155
2017-08-16,48.87831
2017-08-17,58.47147
2017-08-18,38.7413
2017-08-19,28.78732
2017-08-20,47.3592
2017-08-21,23.29655
2017-08-22,19.87658
2017-08-23,42.39136
2017-08-24,23.06384
2017-08-25,14.15311
2017-08-26,13.34257
2017-08-27,16.46708
2017-08-28,12.28886
2017-08-29,18.28687
2017-08-30,12.88762
2017-08-31,9.68467
2017-09-01,6.31438
2017-09-02,8.56821
2017-09-03,6.0503
2017-09-04,0.94388
2017-09-05,0.13596
2017-09-06,0.11765
2017-09-07,0.09151
2017-09-08,0.08628
2017-09-09,0.09935
2017-09-10,0.08889
