period,ratio
2017-03-29,62.95503
2017-03-30,100.0
2017-03-31,82.31558
2017-04-01,80.15949
2017-04-02,67.34106
2017-04-03,57.52049
2017-04-04,54.31588
2017-04-05,64.38012
2017-04-06,48.01004
2017-04-07,44.60606
2017-04-08,55.12811
2017-04-09,54.43402
2017-04-10,36.26227
2017-04-11,33.95111
2017-04-12,36.55763
2017-04-13,29.24758
2017-04-14,34.61566
2017-04-15,42.05124
2017-04-16,44.92357
2017-04-17,30.74651
2017-04-18,24.85416
2017-04-19,23.02296
2017-04-20,17.4112
2017-04-21,18.2382
2017-04-22,20.60843
2017-04-23,21.22867
2017-04-24,13.82263
2017-04-25,11.95451
2017-04-26,12.47138
2017-04-27,12.50092
2017-04-28,12.93657
2017-04-29,17.18969
