period,ratio
2017-07-20,5.90631
2017-07-21,12.24748
2017-07-22,13.88781
2017-07-23,26.2619
2017-07-24,42.75334
2017-07-25,33.59387
2017-07-26,100.0
2017-07-27,52.22106
2017-07-28,53.58066
2017-07-29,36.06539
2017-07-30,30.83613
2017-07-31,34.06176
2017-08-01,25.22706
2017-08-02,29.90036
2017-08-03,47.16794
2017-08-04,21.1097
2017-08-05,15.50063
2017-08-06,17.39968
2017-08-07,18.83084
2017-08-08,17.37215
2017-08-09,19.50789
2017-08-10,43.96983
2017-08-11,21.57758
2017-08-12,12.79793
2017-08-13,20.33357
2017-08-14,14.82358
2017-08-15,12.5227
2017-08-16,8.26223
2017-08-17,4.60175
2017-08-18,7.42004
2017-08-19,4.71184
2017-08-20,4.9155
