period,ratio
2017-06-08,33.28322
2017-06-09,31.91711
2017-06-10,30.46604
2017-06-11,26.54421
2017-06-12,29.00843
2017-06-13,15.88339
2017-06-14,100.0
2017-06-15,10.9811
2017-06-16,11.56284
2017-06-17,10.26864
2017-06-18,8.59533
2017-06-19,9.68037
2017-06-20,8.73259
2017-06-21,7.54951
2017-06-22,6.19648
2017-06-23,5.39904
2017-06-24,6.39911
2017-06-25,5.86966
2017-06-26,4.84999
2017-06-27,4.40551
2017-06-28,3.88914
2017-06-29,3.96104
2017-06-30,3.595
2017-07-01,4.33361
2017-07-02,4.53624
2017-07-03,3.28779
2017-07-04,2.88254
2017-07-05,2.97405
2017-07-06,3.25511
2017-07-07,2.5884
2017-07-08,2.84332
