period,ratio
2017-08-02,100.0
2017-08-03,50.45772
2017-08-04,31.91747
2017-08-05,36.1627
2017-08-06,36.3758
2017-08-07,27.46031
2017-08-08,22.77047
2017-08-09,19.56394
2017-08-10,18.61926
2017-08-11,15.11852
2017-08-12,18.49242
2017-08-13,23.34088
2017-08-14,18.83693
2017-08-15,18.98929
2017-08-16,12.67455
2017-08-17,9.77149
2017-08-18,9.57333
2017-08-19,11.91871
2017-08-20,19.7144
2017-08-21,9.48877
2017-08-22,6.50552
2017-08-23,6.25209
2017-08-24,5.73767
2017-08-25,4.75684
2017-08-26,6.02444
2017-08-27,6.00428
2017-08-28,3.96211
2017-08-29,3.38303
2017-08-30,3.54902
2017-08-31,2.82182
2017-09-01,3.39555
2017-09-02,4.33938
