period,ratio
2017-05-24,19.25371
2017-05-25,36.15843
2017-05-26,39.35793
2017-05-27,41.85004
2017-05-28,39.76833
2017-05-29,70.33777
2017-05-30,42.71944
2017-05-31,100.0
2017-06-01,47.87104
2017-06-02,43.62394
2017-06-03,51.17585
2017-06-04,53.72465
2017-06-05,55.61195
2017-06-06,63.25566
2017-06-07,39.39843
2017-06-08,32.85093
2017-06-09,22.05902
2017-06-10,22.03472
2017-06-11,24.66182
2017-06-12,19.31851
2017-06-13,13.81321
2017-06-14,11.73691
2017-06-15,22.56122
2017-06-16,9.1854
2017-06-17,13.39741
2017-06-18,15.20371
2017-06-19,12.80341
2017-06-20,10.79191
2017-06-21,24.71582
2017-06-22,11.67211
2017-06-23,9.4068
2017-06-24,10.80541
