period,ratio
2017-03-16,100.0
2017-03-17,51.28371
2017-03-18,47.74126
2017-03-19,45.87434
2017-03-20,24.23922
2017-03-21,17.39393
2017-03-22,15.88846
2017-03-23,14.94905
2017-03-24,15.88298
2017-03-25,24.94247
2017-03-26,22.93586
2017-03-27,12.86061
2017-03-28,10.08953
2017-03-29,10.52351
2017-03-30,8.25524
2017-03-31,10.26567
2017-04-01,15.41292
2017-04-02,17.22279
2017-04-03,8.22583
2017-04-04,5.18523
2017-04-05,5.27813
2017-04-06,5.1002
2017-04-07,5.22561
2017-04-08,7.21579
2017-04-09,7.28939
2017-04-10,3.79433
2017-04-11,3.18814
2017-04-12,2.95139
2017-04-13,2.50562
2017-04-14,3.15956
2017-04-15,4.23153
2017-04-16,3.72145
