period,ratio
2017-01-12,100.0
2017-01-13,4.15148
2017-01-14,2.85494
2017-01-15,2.43261
2017-01-16,2.0024
2017-01-17,1.45503
2017-01-18,1.14197
2017-01-19,1.04845
2017-01-20,1.02089
2017-01-21,0.91161
2017-01-22,0.84368
2017-01-23,0.66352
2017-01-24,0.58772
2017-01-25,0.50798
2017-01-26,0.38
2017-01-27,0.34554
2017-01-28,0.33274
2017-01-29,0.33471
2017-01-30,0.30715
2017-01-31,0.31502
2017-02-01,0.253
2017-02-02,0.17523
2017-02-03,0.12798
2017-02-04,0.13585
2017-02-05,0.12798
2017-02-06,0.1329
2017-02-07,0.08958
2017-02-08,0.07678
2017-02-09,0.08958
2017-02-10,0.10435
2017-02-11,0.09844
2017-02-12,0.05316
