period,ratio
2018-02-14,83.65219
2018-02-15,100.0
2018-02-16,84.31664
2018-02-17,62.84797
2018-02-18,39.44323
2018-02-19,38.92771
2018-02-20,32.4894
2018-02-21,46.27105
2018-02-22,74.07492
2018-02-23,46.06484
2018-02-24,34.68896
2018-02-25,33.57772
2018-02-26,25.54702
2018-02-27,31.52709
2018-02-28,57.07412
2018-03-01,19.72734
2018-03-02,17.61942
2018-03-03,17.37885
2018-03-04,16.51964
2018-03-05,1.84442
2018-03-06,0.12601
2018-03-07,0.06873
2018-03-08,0.13747
2018-03-09,0.06873
2018-03-12,0.1031
2018-03-13,0.05728
