period,ratio
2017-06-15,100.0
2017-06-16,14.99872
2017-06-17,16.53074
2017-06-18,17.67746
2017-06-19,6.67561
2017-06-20,5.68292
2017-06-21,5.12058
2017-06-22,4.61182
2017-06-23,5.36995
2017-06-24,8.19847
2017-06-25,5.16223
2017-06-26,3.14297
2017-06-27,2.62441
2017-06-28,2.29845
2017-06-29,1.6542
2017-06-30,1.48738
2017-07-01,1.68839
2017-07-02,1.50027
2017-07-03,0.93602
2017-07-04,1.10933
2017-07-05,0.56713
2017-07-06,0.50428
2017-07-07,0.52974
2017-07-08,0.57373
2017-07-09,0.48819
2017-07-10,0.36899
2017-07-11,0.41458
2017-07-12,3.13903
2017-07-13,3.52507
2017-07-14,2.92375
2017-07-15,4.66391
