period,ratio
2017-11-02,100.0
2017-11-03,50.71267
2017-11-04,33.42698
2017-11-05,39.01566
2017-11-06,15.0045
2017-11-07,10.48638
2017-11-08,10.34041
2017-11-09,10.36549
2017-11-10,10.06594
2017-11-11,17.15042
2017-11-12,11.16553
2017-11-13,6.05506
2017-11-14,4.79231
2017-11-15,4.36651
2017-11-16,3.83926
2017-11-17,3.65721
2017-11-18,4.96308
2017-11-19,4.20672
2017-11-20,2.55621
2017-11-21,2.51141
2017-11-22,2.08532
2017-11-23,1.72546
2017-11-24,1.6088
2017-11-25,1.90046
2017-11-26,1.65501
2017-11-27,1.10522
2017-11-28,0.96995
2017-11-29,0.77185
2017-11-30,0.75522
2017-12-01,0.91388
2017-12-02,25.93614
