period,ratio
2017-03-01,100.0
2017-03-02,48.20525
2017-03-03,44.06492
2017-03-04,66.06957
2017-03-05,64.97547
2017-03-06,36.58982
2017-03-07,28.04907
2017-03-08,25.64407
2017-03-09,22.98435
2017-03-10,24.09551
2017-03-11,36.55885
2017-03-12,32.41031
2017-03-13,18.77259
2017-03-14,14.78048
2017-03-15,13.27332
2017-03-16,11.42422
2017-03-17,12.4706
2017-03-18,27.75168
2017-03-19,15.54875
2017-03-20,10.89455
2017-03-21,33.37452
2017-03-22,9.75368
2017-03-23,6.78804
2017-03-24,6.98935
2017-03-25,9.04292
2017-03-26,8.55276
2017-03-27,4.42317
2017-03-28,3.69251
2017-03-29,3.44221
2017-03-30,2.7836
2017-03-31,3.20234
2017-04-01,4.1122
