period,ratio
2017-10-04,5.31123
2017-10-05,5.35336
2017-10-06,5.27589
2017-10-07,6.46114
2017-10-08,20.65433
2017-10-09,8.44224
2017-10-10,5.28948
2017-10-11,8.33758
2017-10-12,3.17042
2017-10-13,3.03994
2017-10-14,3.72227
2017-10-15,3.44227
2017-10-16,2.24954
2017-10-17,1.98313
2017-10-18,1.89817
2017-10-19,1.68681
2017-10-20,1.784
2017-10-21,3.78684
2017-10-22,3.43819
2017-10-23,2.07488
2017-10-24,1.82002
2017-10-25,1.45846
2017-10-26,1.30283
2017-10-27,1.29875
2017-10-28,1.58555
2017-10-29,1.7004
2017-10-30,0.94467
2017-10-31,0.86243
2017-11-01,1.1669
2017-11-02,1.04185
2017-11-03,1.19069
2017-11-04,100.0
