period,ratio
2017-05-17,65.96428
2017-05-18,85.59183
2017-05-19,78.07908
2017-05-20,100.0
2017-05-21,88.87244
2017-05-22,59.90051
2017-05-23,47.17091
2017-05-24,44.18367
2017-05-25,30.56377
2017-05-26,32.12755
2017-05-27,41.45153
2017-05-28,41.26275
2017-05-29,23.3801
2017-05-30,13.21683
2017-05-31,19.7602
2017-06-01,10.90306
2017-06-02,10.67857
2017-06-03,14.35969
2017-06-04,13.33673
2017-06-05,5.48214
2017-06-06,4.27295
2017-06-07,2.66071
2017-06-08,2.43877
2017-06-09,2.58928
2017-06-10,3.38265
2017-06-11,3.56377
2017-06-12,2.32908
2017-06-13,1.91836
2017-06-14,2.06377
2017-06-15,2.17346
2017-06-16,2.17091
2017-06-17,2.8903
