period,ratio
2017-11-02,100.0
2017-11-03,21.49967
2017-11-04,19.70338
2017-11-05,15.63837
2017-11-06,11.93007
2017-11-07,10.32969
2017-11-08,11.54544
2017-11-09,10.71233
2017-11-10,6.88273
2017-11-11,8.19943
2017-11-12,5.99496
2017-11-13,2.78701
2017-11-14,2.17534
2017-11-15,1.85774
2017-11-16,1.82382
2017-11-17,1.62831
2017-11-18,1.80986
2017-11-19,1.49983
2017-11-20,1.16028
2017-11-21,0.92089
2017-11-22,0.875
2017-11-23,0.78882
2017-11-24,0.75211
2017-11-25,0.91171
2017-11-26,0.92607
2017-11-27,0.66752
2017-11-28,0.54503
2017-11-29,0.5554
2017-11-30,0.51351
2017-12-01,0.51032
2017-12-02,0.57695
