period,ratio
2017-08-17,23.53608
2017-08-18,37.11859
2017-08-19,9.57199
2017-08-20,9.14768
2017-08-21,14.03944
2017-08-22,18.44501
2017-08-23,11.798
2017-08-24,7.50875
2017-08-25,5.76734
2017-08-26,5.98367
2017-08-27,6.3406
2017-08-28,6.17446
2017-08-29,6.13687
2017-08-30,15.83529
2017-08-31,4.62437
2017-09-01,4.49599
2017-09-02,5.0572
2017-09-03,4.18569
2017-09-04,3.73833
2017-09-05,2.83845
2017-09-06,2.87569
2017-09-07,2.9014
2017-09-08,2.80689
2017-09-09,100.0
2017-09-10,11.39053
2017-09-11,3.0929
2017-09-12,2.4551
2017-09-13,1.87173
2017-09-14,2.27193
2017-09-15,43.32267
2017-09-16,8.87674
2017-09-17,7.25697
