period,ratio
2018-02-28,100.0
2018-03-01,27.76401
2018-03-02,15.56674
2018-03-03,14.06477
2018-03-04,11.67358
2018-03-05,6.8335
2018-03-06,5.29495
2018-03-07,5.15214
2018-03-08,4.66307
2018-03-09,3.7412
2018-03-10,5.37979
2018-03-11,4.4734
2018-03-12,2.329
2018-03-13,1.99568
2018-03-14,1.36577
2018-03-15,1.20565
2018-03-16,1.26024
2018-03-17,1.56007
2018-03-18,1.33566
2018-03-19,0.92341
2018-03-20,0.80578
2018-03-21,7.55346
2018-03-22,6.74289
2018-03-23,5.13329
2018-03-24,8.74674
2018-03-25,5.64164
2018-03-26,3.00478
2018-03-27,2.42383
2018-03-28,1.97359
